scientific_name.x,collapsed_name,dispersal_km,dispersal_checked,source_dispersal,dispersal.original.value,dispersal.original.units,Migration_km,migration_checked,Migration_source,migration.original.value,migration.original.units,mean.hra.m2,home_range_checked,source_hra,hra.original.value,hra.original.unit,Mass_kg,Mass_source,mass checked,number_traits_completed,person,diet,diet_broadest_cat,diet source,media_air_water_land,media_simplified,medium source,media_dispersal_air_land_aquatic_marine,media_migration_air_land_aquatic_marine,media_home range_air_land_aquatic_marine,Migration_km,geographic_range_km2,geographic unit source,IUCN
Mephitis mephitis,mephitismephitis,21.7,DM,Jenkins_et_al_2007,21700,m,0,CJL - changed source,Gonzales_1997,"""yearlong resident""",,40000,MG,Gittleman and Harvey (1982),0.04,km2,2.586,Harestad and Bunnel 1979,sds,4,MG,Omnivore/Carnivore,Omnivore,EOL,running,air,Hirt_etal,,,,0,,,
Neovison vison,neovisonvison,45.1,DM,Jenkins_et_al_2007,45100,m,0,CJL - changed source,Eccles_etal_2020,"""non-migratory""",,2.70E+06,MG,Gittleman and Harvey (1982),2.7,km2,0.908,Harestad and Bunnel 1979,,4,SDS,Omnivore/Carnivore,Omnivore,EOL,,,,,,,0,,,
Ambystoma californiense,ambystomacaliforniense,0.67,DM,Jenkins_et_al_2007,670,m,0.0359,CJL,Loredo_et_al_1996,35.9,m,7.07,MG,Loredo_et_al_1996,1.5,m,0.0439,EOL,sds,4,MG,Carnivore,Carnivore,Animal_Diversity_Web,,,,,,,0.0359,,,
Procyon lotor,procyonlotor,265.5,DM,Jenkins_et_al_2007,265500,m,0,CJL - changed source,Gonzales_1997,"""permanent resident""",,3521000,SDS - was 2401000,Rees et al 2008,352.1,ha,8,Swithart_etal_1988,sds,4,CF,Omnivore/Carnivore,Omnivore,EOL,running,land,Hirt_etal,,,,0,,,
Crotalus horridus,crotalushorridus,4.07,DM,Jenkins_et_al_2007,4070,m,4,CF,Macartney_et_al_1998,estimate,m,2579600,DM,Tamburello_etal,2579600,m2,1.02,Tamburello_etal,yes,4,CJL,Carnivore,Carnivore,Tamburello_etal,crawling - land,land,Tamburello_etal,,,,4,,,
Plethodon jordani,plethodonjordani,0.3,DM,Jenkins_et_al_2007,300,m,0,CF,Madison_1969,recapture from same area year round,NA,25,SDS,Madison&Shoop_1970,25,m2,0.00279,Feder_Arnold_1982,sds,4,MG,Omnivore/Herbivore/Invertivore,Omnivore,Animal_Diversity_Web,,,,,,,0,,,
Ambystoma maculatum,ambystomamaculatum,0.756,DM,Jenkins_et_al_2007,756,m,0.118,CF,Madison_1997,118,meters,12.57,MG - value was 9.83,Freda_1983,4,m wide (i.e. diameter),0.0209,Finkler_etal_2003,sds,4,CJL,Carnivore,Carnivore,EOL,,,,,,,0.118,2989000,IUCN (estimated extent of occurrence),
Natrix natrix,natrixnatrix,0.114,DM,Jenkins_et_al_2007,114,m,0.3,CF- changed source was 118000km from Madsen 1984,Reading_2009,estimated  shift of center of home range from maps- home ranages shift seasonally but still overlap somewhat,meters,99000,DM,Tamburello_etal,99000,m2,0.0785,Tamburello_etal,yes,4,SDS,Carnivore,Carnivore,Tamburello_etal,crawling - land,land,Tamburello_etal,,,,0.3,,,
Lacerta agilis,lacertaagilis,0.0563,DM,Jenkins_et_al_2007,56.3,m,0,MG,Madsen_etal_2000,,,384,MG,Perry_Garland_2002,384,m2,0.0314,Perry_Garland_2002,sds,4,SDS,Insectivore,Invertivore,Perry_Garland_2002,running,land,Hirt_etal,,,,0,,,
Gopherus polyphemus,gopheruspolyphemus,0.74,DM,Jenkins_et_al_2007,740,m,0.2,MG,McRae_et_al_1981,"The most significant aspect of autumn movements was the migration  adults to winter burrows (Fig. 4). In the Ford colony, five of seven tortoises located in the southern activity center during spring and summer moved ca. 200 m to the winter range after crossing an area too wet for burrowing.",,4500,MG - number was 2827.43,McRae_et_al_1981,0.45,ha,0.335,Tamburello_etal,sds,4,MG,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0.2,,,
Carinascincus microlepidotus,carinascincusmicrolepidotus,0.0524,DM,Jenkins_et_al_2007,52.4,m,0,MG,Melville_Swain_1997,"At high altitudes lizards may be inactive for more than half the year. During this time they must survive on stored energy, particularly lip- ids, and these energy stores, built up over warmer months,  must be adequate for the duration of hibernation ",,12.1,MG,Perry_Garland_2002,12.1,m2,0.0042,Perry_Garland_2002,sds,4,SDS,Omnivore/herbivore/insectivore,Omnivore,Melville_Swain_1999,,,,,,,0,19327,IUCN (estimated extent of occurrence),
Cygnus olor,cygnusolor,114,DM,Jenkins_et_al_2007,114000,m,760,MG,Wieloch_1991,"Swans from the Baltic Republic of the USSR undertake the longest migrations (Kishchinski 1979). In severe winters some individuals have reached Britain. Currently,however, these birds are also tending to shorten the distance they migrate (Lipsberg et al. 1987).",,6.00E+04,Changed: this reference was movement over an entire season- the wanderings of the individuals that didn't migrate really far so I think a large over estimate (KovÃ¡cs et al 2018- 25800000000m2),Global Invasive Species Database,,,10.95,EOL,yes,4,MG,Herbivore/Herbivore aquatic,Herbivore,Pigot_etal_2020,,,,,,,760,22500000,IUCN (estimated extent of occurrence),
Erithacus rubecula,erithacusrubecula,79.8,DM,Jenkins_et_al_2007,78900,m,500,MG,Moller_etal_2004,1,in multiple of 500 km,3.72E-01,DM,Armstrong_1965,0.61,ha,0.018,Armstrong_1965,yes,4,SDS,Omnivore/Carnivore,Omnivore,Pigot_etal_2020,,,,,,,500,23900000,IUCN (estimated extent of occurrence),
Sylvia atricapilla,sylviaatricapilla,117,DM,Jenkins_et_al_2007,117000,m,2500,MG,Moller_etal_2004,5,in multiple of 500 km,369300,CF- value was 48000,Assandri_etal_2017,36.93 ± 1.57,ha,0.0155,Moller_etal_2004,sds,4,DM,Omnivore,Omnivore,Pigot_etal_2020,,,,,,,2500,27800000,IUCN (estimated extent of occurrence),
Corvus corone,corvuscorone,35.5,DM,Jenkins_et_al_2007,35500,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,177205.5,CJL - value was 475,Baglione_etal_2002,475,m diameter,0.57,Moller_etal_2004,sds,4,CF,Omnivore/Carnivore,Omnivore,Pigot_etal_2020,,,,,,,0,81600000,IUCN (estimated extent of occurrence),
Cyanistes caeruleus,cyanistescaeruleus,35.7,DM,Jenkins_et_al_2007,35700,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,16000,SDS,Bowman_2003,1.6,ha,0.0133,Moller_etal_2004,sds,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,,,,,,,0,16600000,IUCN (estimated extent of occurrence),
Parus major,parusmajor,41.1,DM,Jenkins_et_al_2007,41100,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,10000,SDS,Bowman_2003,1,ha,0.0197,armstrong_1965,sds,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,,,,,,,0,89800000,IUCN (estimated extent of occurrence),
Pica pica,picapica,44.3,DM,Jenkins_et_al_2007,44300,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,15000,SDS,Bowman_2003,1.5,ha,0.189,Moller_etal_2004,sds,4,SDS,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,,,,,0,10000000,IUCN (estimated extent of occurrence),
Streptopelia decaocto,streptopeliadecaocto,59.9,DM,Jenkins_et_al_2007,59900,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,106200,MG - value was 13.5,Eraud_et_al_2011,10.66,ha,0.152,Moller_etal_2004,sds,4,MG,Omnivore/Herbivore,Omnivore,Pigot_etal_2020,,,,,,,0,213000000,IUCN (estimated extent of occurrence),
Motacilla cinerea,motacillacinerea,85.6,DM,Jenkins_et_al_2007,85600,m,3000,MG,Moller_etal_2004,6,in multiple of 500 km,23000,SDS,Klemp_2004,2.3,ha,0.018,Moller_etal_2004,sds,4,SDS,Carnivore/Invertivore,Omnivore,Pigot_etal_2020,,,,,,,3000,60700000,IUCN (estimated extent of occurrence),
Emberiza citrinella,emberizacitrinella,36,DM,Jenkins_et_al_2007,36000,m,500,MG,Moller_etal_2004,1,in multiple of 500 km,40000,CF,Moller_1990,4,ha- estimated from a shitty graph,0.0265,Moller_etal_2004,sds,4,CF,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,,,,,500,21600000,IUCN (estimated extent of occurrence),
Alauda arvensis,alaudaarvensis,51.7,DM,Jenkins_et_al_2007,51700,m,1500,MG,Moller_etal_2004,3,in multiple of 500 km,29000,changed: was 2.8 which is almost the size in hectares presented in the paper,Poulsen_et_al_1998,,,0.0427,Moller_etal_2004,yes,4,CJL,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,,,,,1500,42900000,IUCN (estimated extent of occurrence),
Passer montanus,passermontanus,8,MG,Paradis_1998 & Prugh_etal.,8,Km,500,MG,Moller_etal_2004,1,in multiple of 500 km,7600,MG - value was 13000,Zheng_Guangmei_2003,7600,m2,0.022,Moller_etal_2004,sds,4,SDS,Omnivore/Granivore,Omnivore,Pigot_etal_2020,,,,,,,500,98300000,IUCN (estimated extent of occurrence),
Turdus merula,turdusmerula,4,DM,Prugh_etal,4,km,0,MG,Moller_etal_2004,0,in multiple of 500 km,7284.34,SDS,Schoener_1968,1.8,acres,0.092,Schoener_1968,sds,4,,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,,,,,0,32400000,IUCN (estimated extent of occurrence),
Columba livia,columbalivia,3,MG,Tang et al. 2018,3,Km,0,MG,Moller_etal_2004,0,in multiple of 500 km,16400,CJL - value was 36500,Sol_1995,1.64,ha,0.393,Moller_etal_2004,sds,4,CF,Herbivore/Granivore,Herbivore,Pigot_etal_2020,flying,air,Hirt_etal,,,,0,64600000,IUCN (estimated extent of occurrence),
Columba palumbus,columbapalumbus,150,DM,Jenkins_et_al_2007,150000,m,500,MG,Moller_etal_2004,1,in multiple of 500 km,2540000,DM,Tamburello_etal,2540000,m2,0.49,Moller_etal_2004,sds,4,,Omnivore/Herbivore,Omnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,500,26800000,IUCN (estimated extent of occurrence),
Motacilla alba,motacillaalba,100,DM,Jenkins_et_al_2007,100000,m,2500,MG,Moller_etal_2004,5,in multiple of 500 km,785000,DM,Tamburello_etal,785000,m2,0.02122,Tamburello_etal,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,2500,37800000,IUCN (estimated extent of occurrence),
Saxicola rubetra,saxicolarubetra,0.5,MG,Bastian_1992,500,m,6000,MG,Moller_etal_2004,12,in multiple of 500 km,7300,DM,Tamburello_etal,7300,m2,0.01648,Tamburello_etal,yes,4,SDS,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air ,air,Tamburello_etal,,,,6000,17000000,IUCN (estimated extent of occurrence),
Sitta europaea,sittaeuropaea,24.1,DM,Jenkins_et_al_2007,24100,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,21000,DM,Tamburello_etal,21000,m2,0.0183,Tamburello_etal,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,0,51400000,IUCN (estimated extent of occurrence),
Passer domesticus,passerdomesticus,4,MG - value was 26,Paradis_1998 & Prugh_etal.,4,km,0,MG,Moller_etal_2004,0,in multiple of 500 km,7762.5,CJL - value was 7500,Vengestel_etal_2010,weighted avg of SIP's in Table 1,ha,0.029,Mace_Harvey_1983,sds,4,SDS,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,,,,,0,68500000,IUCN (estimated extent of occurrence),
Brachylagus idahoensis,brachylagusidahoensis,1.95,DM,Whitmee and Ormee 2012,1.95,linear km,0,SDS,Montana field guide,0 - nonmigatory,km,4858.81,DM,Tamburello_etal,4858.81,m2,0.3402,Tamburello_etal,yes,4,MG,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,935812,IUCN (estimated extent of occurrence),
Zapus hudsonius,zapushudsonius,4.83,DM,Prugh_etal,4.83,km,0,SDS,Montana FWP,0 - nonmigatory,km,5300,CJL,Mace_Harvey_1983,0.53,ha,0.022,Mace_Harvey_1983,sds,4,SDS,Omnivore/Herbivore/Invertivore,Omnivore,EOL,running,land,Hirt_etal,,,,0,18123728,IUCN (estimated extent of occurrence),
Microtus montanus,microtusmontanus,1.75,DM,Prugh_etal,1.75,km,0,SDS,Montana FWP,0 - nonmigatory,km,151.6,DM,Tamburello_etal,151.6,m2,0.0567,Tamburello_etal,yes,4,SDS,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,2317578,IUCN (estimated extent of occurrence),
Sorex cinereus,sorexcinereus,5.09,DM,Prugh_etal,5.09,km,0,SDS,Montana FWP,0 - nonmigatory,km,5011.87,DM,Tamburello_etal,5011.87,m2,0.00417,Tamburello_etal,yes,4,MG,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,19648532,IUCN (estimated extent of occurrence),
Carcharhinus melanopterus,carcharhinusmelanopterus,5,DM,Jenkins_et_al_2007,5000,m,50,CJL,Mourier_Planes_2013,50,km,500000,SDS,Mourier_Planes_2013,0.5,km2,13.5,Fishbase,sds,4,SDS,Carnivore,Carnivore,EOL,,,,,,,50,,,
Meleagris gallopavo,meleagrisgallopavo,48,DM,Jenkins_et_al_2007,48000,m,0,MG,Fristoe_et_al_2017,resident,,14520000,"MG - value was 3630000, no idea where they got it from",Davis et al. 2018,2.15,km,6.023,Mace_Harvey_1983,sds,4,,Omnivore/Herbivore,Omnivore,Pigot_etal_2020,,,,,,,0,11300000,IUCN (estimated extent of occurrence),
Alouatta palliata,alouattapalliata,1.3,DM,Whitmee and Ormee 2012,1300,linear m,0,SDS,IUCN,resident,,404500,MG,Galan-Acedo et al. 2019,40.45,ha,6.12,Galan-Acedo et al. 2019,sds,4,PT,Herbivore,Herbivore,EOL,,,,,,,0,,(can be found in Galan-Acedo et al. 2019),
Aplodontia rufa,aplodontiarufa,0.1525,DM,"Whitmee and Ormee 2012, Prugh_etal",152.5,linear m,0,SDS,IUCN,resident,,1800,CJL,Mace_Harvey_1983,0.18,ha,1.135,Mace_Harvey_1983,sds,4,PT,Herbivore,Herbivore,EOL,,,,,,,0,602124,IUCN (estimated extent of occurrence),
Tympanuchus cupido,tympanuchuscupido,10.8,DM,Jenkins_et_al_2007,10800,m,0,SDS,IUCN,not a migrant,,53200,CJL,Mace_Harvey_1983,5.32,ha,0.908,Mace_Harvey_1983,sds,4,,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,,,,,0,1990000,IUCN (estimated extent of occurrence),
Strix aluco,strixaluco,35.3,DM,Jenkins_et_al_2007,35300,m,0,MG,Fristoe_et_al_2017,resident,,360000,DM,makarieva_etal_2005,36,ha,0.519,Tamburello_etal,sds,4,,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,0,23300000,IUCN (estimated extent of occurrence),
Aegolius funereus,aegoliusfunereus,300,DM,Jenkins_et_al_2007,300000,m,0,MG,Lofgren_et_al_1996,,,1138000,CJL,Santangeli et al. 2012,113.8,ha,0.119,Tamburello_etal,sds,4,PT,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,0,73800000,IUCN (estimated extent of occurrence),
Poecile atricapillus,poecileatricapillus,11.2,DM,Jenkins_et_al_2007,11200,m,0,SDS,IUCN,not a migrant,,14568.7,SDS,Schoener_1968,3.6,acres,0.011,Schoener_1968,sds,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,,,,,,,0,15000000,IUCN (estimated extent of occurrence),
Accipiter nisus,accipiternisus,166,DM,Jenkins_et_al_2007,166000,m,1100,MG -  was 0,http://birds.kz/v2taxon.php?l=en&s=85 + google earth,"Its migratory, trying to find ref",,1.08E+07,CJL,Selas_rafoss_2008,average of 9.2 (males) and 12.3 (females),km2,0.807,Tamburello_etal,sds,4,MG,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,1100,54400000,IUCN (estimated extent of occurrence),
Myodes gapperi,myodesgapperi,0.22,DM,Prugh_etal,0.22,km,0,MG,AWD,They sometimes store food in their nests for use in the winter when it becomes difficult to forage,,2500,CJL - value was 8100,Harestad and Bunnel 1979,0.25,ha,0.016,Harestad and Bunnel 1979,sds,4,CJL,Omnivore/Herbivore,Omnivore,EOL,,,,,,,0,12967973,IUCN (estimated extent of occurrence),
Chelydra serpentina,chelydraserpentina,0.183,DM,Jenkins_et_al_2007,183,m,0.5,MG,Obbard_1980,nesting migration,,65300,DM,Tamburello_etal,65300,m2,4.25,Tamburello_etal,yes,4,CF,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0.5,,,
Athene noctua,athenenoctua,94.3,DM,Jenkins_et_al_2007,94300,m,0,MG,Fristoe_et_al_2017,resident,,280000,DM,makarieva_etal_2005,28,ha,0.1565,Tamburello_etal,sds,4,PT,Omnivore/Carnivore,Omnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,0,55000000,IUCN (estimated extent of occurrence),
Neotoma micropus,neotomamicropus,0.0613,DM,Whitmee and Ormee 2012,61.3,linear m,0,MG,Post_etal_2006,"Chacher, not hiberntor or migrator",,580.55,DM,Tamburello_etal,580.55,m2,0.25515,Tamburello_etal,yes,4,SDS,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,1471948,IUCN (estimated extent of occurrence),
Tyto alba,tytoalba,97.1,DM,Jenkins_et_al_2007,97100,m,0,MG,Razafindratsima_etal_2018,resident,,1500000,DM,Tamburello_etal,1500000,m2,0.285,Tamburello_etal,yes,4,,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,0,379000000,IUCN (estimated extent of occurrence),
Chlorocebus aethiops,chlorocebusaethiops,0.5,DM,Whitmee and Ormee 2012,0.5,linear km,0,MG,Renevey_et_al_2014,"Our six study groups Bay, Blesbokvlakte, Donga, Fishing Camp, Nooitgedacht and Picnic (named after sites on the park map), live in contiguous home ranges along a tourist road.",,543040,MG,Galan-Acedo et al. 2019,54.304,ha,4.65,Galan-Acedo et al. 2019,sds,4,CJL,Herbivore/Folivore/Frugivore,Herbivore,EOL,,,,,,,0,,,
Aphelocoma coerulescens,aphelocomacoerulescens,1.8,DM,Jenkins_et_al_2007,1800,m,0,MG,Fristoe_et_al_2017,resident,,21000,SDS,Bowman_2003,2.1,ha,0.0724,Mace_Harvey_1983,sds,4,CF,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,,,,,0,71900,IUCN (estimated extent of occurrence),
Linaria cannabina,linariacannabina,22,CJL,Jenkins_et_al_2007,22000,m,2500,SDS - was 1044,Roseler_2017,2500,km,3140000,DM - under carduelis cannabina,Tamburello_etal,,m2,0.0155,Tamburello_etal,sds,4,CF,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,,,,,2500,27300000,IUCN (estimated extent of occurrence),
Pituophis melanoleucus,pituophismelanoleucus,0.307,DM,Jenkins_et_al_2007,307,m,0,CJL - changed source,Zappalorti_et_al_2015,hibernacula are located within home ranges,,701000,DM,Tamburello_etal,701000,m2,1.004,Tamburello_etal,yes,4,SDS,Carnivore,Carnivore,Tamburello_etal,crawling - land,land,Tamburello_etal,,,,0,,,
Genetta genetta,genettagenetta,50,DM,Prugh_etal,50,km,0,CJL - changed source,Munuera_Llobet_2004,"""Despite seasonal variation in home range size, the animals maintained their general spatial location throughout the year; movements to other areas were not detected.""",,7809981.41,DM,Tamburello_etal,7809981.41,m2,1.75001,Tamburello_etal,yes,4,CF,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,>20000,IUCN (estimated extent of occurrence),
Ambystoma talpoideum,ambystomatalpoideum,1,DM,Jenkins_et_al_2007,1000,m,0.155,SDS,Semlitsch_1985,"10, 300",m,4.45,CF,Semlitsch_1981,,,0.00613,Semlitch_1983,sds,4,CF,Carnivore,Carnivore,Animal_Diversity_Web,,,,,,,0.155,,,
Gloydius shedaoensis,gloydiusshedaoensis,0.1,DM,Jenkins_et_al_2007,100,m,0,CJL,shine_2002,whole population is w/in less than 1 square km,,2613.69,DM,Tamburello_etal,2613.69,m2,0.19681,Tamburelloe_etal,yes,4,CF,Carnivore,Carnivore,Tamburello_etal,crawling - land,land,Tamburello_etal,,,,0,0.73,IUCN (estimated extent of occurrence),
Buteo buteo,buteobuteo,72.4,DM,Jenkins_et_al_2007,72400,m,702,CJL,Strandberg_et_al_2008,7.02E+02,km,1.45E+06,DM,makarieva_etal_2005,145,ha,0.846,Tamburello_etal,sds,4,CJL,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,702,33900000,IUCN (estimated extent of occurrence),
Zootoca vivipara,zootocavivipara,0.1,DM,Jenkins_et_al_2007,100,m,0,MG,Strijbosch_1996,"From this one may conclude, that here maximally 2 out of every 3 animals live a more or less stationary life",,920,MG,Perry_Garland_2002,920,m2,0.0032,Perry_Garland_2002,sds,4,SDS,Carnivore/Insectivore,Carnivore,ADW,,,,,,,0,,,
Delichon urbicum,delichonurbicum,34.8,DM,Jenkins_et_al_2007,34800,m,5250,CJL - changed value,Szep et al. 2017,"avg  of 5 inds (4250,4500,4250,5200,8050)",km,6.36E+05,CJL - value was 45,Bryant and Turner 1982,0.45,km radius,0.0157,EOL,sds,4,PLT,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,,,,,,,5250,30800000,IUCN (estimated extent of occurrence),
Bison bison,bisonbison,125.6,MG,Jung_2017,125.6,Km,93,SDS,Teitelbaum_2015,"57,31,35,249",km,265778594.2,DM,Tamburello_etal,265778594.2,m2,629.9992,Tamburello_etal,sds,4,MG,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,93,,,
Tragelaphus oryx,tragelaphusoryx,461,CF,,,,213,SDS,Teitelbaum_2015,213,km,52399844.72,SDS - listed under synonym,Tamburello_etal,52399844.72,m2,635.03842,Tamburello_etal,sds,4,MG,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,213,,,
Scaphiopus holbrookii,scaphiopusholbrookii,0.825,DM,Jenkins_et_al_2007,825,m,0.1304,DM - changed from 0.134,Timm_2014,130.4m +/- 28m,m,53420,"MG - value was 5320, (missed 1 number)",Timm_et_al_2014,130.4,m,0.0451,EOL,sds,4,CF,Carnivore/Invertivore,Carnivore,Animal_Diversity_Web,,,,,,,0.1304,,,
Rana sylvatica,ranasylvatica,2.53,DM,Jenkins_et_al_2007,2530,m,0.3,SDS,Vasconcelos_Calhoun_2004,300,m,64.5,MG,Bellis_1965,77.2,yards2,0.0144,Trochet_etal,sds,4,SDS,Omnivore/Invertivore,Omnivore,Animal_Diversity_Web,,,,,,,0.3,,,
Pelobates fuscus,pelobatesfuscus,0.5,DM,Jenkins_et_al_2007,500,m,0.0179,DM,Trochet_etal,17.9,m,148.2,CF,Eggert_2002,148.2,m^2,0.0216,Trochet_etal,sds,4,SDS,Carnivore/Insectivore,Carnivore,Trohet_etal,walk_swim - land_water,water,Trochet_etal,,,,0.0179,,,
Bombina variegata,bombinavariegata,0.3128,DM,Jenkins_et_al_2007,312.8,m,0.19273,DM,Trochet_etal,192.73,m,2330,CJL,Jacob_et_al_2009,average of 2357 & 2303 for males & females,m2,0.00632,Trochet_etal,sds,4,CJL,Carnivore/Insectivore,Carnivore,Trochet_etal,"walk, swim - land, water",water,Trochet_etal,,,,0.19273,,,
Salamandra salamandra,salamandrasalamandra,0.03,DM,Jenkins_et_al_2007,30,m,0.0665,DM,Trochet_etal,66.5,m,494,MG - value was 61.5,Schulte_et_al_2007,494,m2,0.03523,Trochet_etal,sds,4,,Carnivore,Carnivore,EOL,walking - land,land,Trochet_etal,,,,0.0665,,,
Bombina bombina,bombinabombina,1,SDS,Vines_2002,1,km,0.17,DM,Trochet_etal,1.70E+02,m,6.00E+01,DM,Trochet_etal,60,m2,0.00307,Trochet_etal,yes,4,CF,Insectivore,Invertivore,Trochet_etal,"walk, swimming - land, water",water,Trochet_etal,,,,0.17,,,
Bufo bufo,bufobufo,3.62102,DM,Jenkins_et_al_2007,3621.02,m,0.015,DM,Trochet_etal,15,m,50,DM,Trochet_etal,50,m2,0.07654,Trochet_etal,yes,4,,Carnivore/Insectivore,Carnivore,Trochet_etal,walking - land,land,Trochet_etal,,,,0.015,,,
Epidalea calamita,epidaleacalamita,0.068,MG,Leskovar_Sinsch_2005,68,m,0.51066,DM,Trochet_etal,510.66,m,1450,DM,Trochet_etal,1450,m2,0.05022,Trochet_etal,yes,4,CJL,Carnivore/Insectivore,Carnivore,Trochet_etal,walking - land,land,Trochet_etal,,,,0.51066,,,
Hyla arborea,hylaarborea,12.6,DM,Jenkins_et_al_2007,12600,m,0.39,DM,Trochet_etal,390,m,10,DM,Trochet_etal,10,m2,0.00604,Trochet_etal,yes,4,,Carnivore/Insectivore,Carnivore,Trochet_etal,climbing/jumping,land,Trochet_etal,,,,0.39,,,
Rana arvalis,ranaarvalis,7.6,DM,Jenkins_et_al_2007,7600,m,0.0085,DM,Trochet_etal,8.5,m,100,DM,Trochet_etal,100,m2,0.0108,Trochet_etal,yes,4,,Carnivore/Insectivore,Carnivore,Trochet_etal,walking - land,land,Trochet_etal,,,,0.0085,,,
Rana dalmatina,ranadalmatina,0.3,DM,Jenkins_et_al_2007,300,m,0.1942,DM,Trochet_etal,194.2,m,90,DM,Trochet_etal,90,m2,0.02099,Trochet_etal,yes,4,,Carnivore/Insectivore,Carnivore,Trochet_etal,walk_swim - land_water,land,Trochet_etal,,,,0.1942,,,
Rana temporaria,ranatemporaria,0.46,DM,Jenkins_et_al_2007,460,m,0.031,DM,Trochet_etal,31,m,119.5,DM,Trochet_etal,119.5,m2,0.04224,Trochet_etal,yes,4,,Carnivore/Insectivore,Carnivore,Trochet_etal,walk_swim - land_water,land,Trochet_etal,,,,0.031,,,
Anaxyrus americanus,anaxyrusamericanus,0.686,MG,Forester_etal_2006,686,m,0.45273,DM,Trochet_etal,452.73,m,687.95,DM,Trochet_etal_2014,687.95,m2,0.06,Trochet_etal,yes,4,,Carnivore/Insectivore,Carnivore,Trochet_etal,walking - land,land,Trochet_etal,,,,0.45273,,,
