scientific_name.x,collapsed_name,dispersal_km,dispersal_checked,source_dispersal,dispersal.original.value,dispersal.original.units,Migration_km,migration_checked,Migration_source,migration.original.value,migration.original.units,mean.hra.m2,home_range_checked,source_hra,hra.original.value,hra.original.unit,Mass_kg,Mass_source,mass checked,number_traits_completed,person,diet,diet_broadest_cat,diet source,media_air_water_land,media_simplified,medium source_notes,media_dispersal,media_migration,media_foraging,geographic_range_km2,geographic unit source,IUCN
Arenaria interpres,arenariainterpres,3,MG,Pearce-Higgins_2001,3,km,5700,SDS - changed source,Hein_Gillooly_2011,,km,328900,SDS 3.04 pairs / km,Nettleship_1973,0.3289,km2,0.14,Hein_etal_2012,sds,4,CF,Carnivore/Aquatic predator,Carnivore,Pigot_etal_2020,,,Nettleship_2000,air,air,air_land,177000,IUCN (estimated extent of occurrence),
Piranga olivacea,pirangaolivacea,25,MG,Tittler_etal_2009,25,Km,5004,SDS - changed source,La Sorte et al. 2013,,km,6.70E+04,SDS,Rivera_et_al_2003,6.7,ha,0.029,Hein_etal_2012,sds,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,,,inferred,air,air,air,4440000,IUCN (estimated extent of occurrence),
Progne subis,progne subis,336,DM,Jenkins_et_al_2007,336000,m,7600,SDS - changed source,Hein_Gillooly_2011,,km,19064472000,"CF- value was 77900000, changed to area from the given radius",Russell _1999,77.9,km,0.049,Hein_etal_2012,sds,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,,,inferred,air,air,air,5890000,IUCN (estimated extent of occurrence),
Accipiter gentilis,accipitergentilis,1150,DM,Jenkins_et_al_2007,1150000,m,346,DM - changed source,Squires_etal_2020,3.46E+02,km,2.13E+06,SDS,Schoener_1968,525,acres,0.978,Tamburello_etal_2015,sds,4,,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,air,air,115000000,IUCN (estimated extent of occurrence),
Accipiter striatus,accipiterstriatus,367.4,MG,Morrison_Baird_2016,367.4,Km,1500,SDS - changed source,Bildstein_etal_2020,1.50E+03,km,1.00E+06,SDS,Schoener_1968,246,acres,0.141,Tamburello_etal_2015,sds,4,PT,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,air,air,51200000,IUCN (estimated extent of occurrence),
Turdus migratorius,turdusmigratorius,40,MG,Farner_1945,25,miles,6400,SDS - changed source,Hein_Gillooly_2011,,km,1214.06,SDS,Schoener_1968,0.3,acres,0.077,Hein_etal_2012,sds,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,,,inferred,air,air,air,22700000,IUCN (estimated extent of occurrence),
Tachycineta bicolor,tachycinetabicolor,0.129,MG,Shutler_Clark_2003,129,m,5500,SDS - changed source,Hein_Gillooly_2011,,km,1370000,MG,Stapleton&Robertson_2006,661,m,0.02,Hein_etal_2012,sds,4,CF,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,,,inferred,air,air,air,8340000,IUCN (estimated extent of occurrence),
Actitis macularia,actitismacularia,146.7,DM,Jenkins_et_al_2007,146700,m,6700,SDS-changed source,Reed_etal_2013,great circle distance from map,km,50000,CJL,Swarth_1988,5,ha,0.04,Best_etal_1996,sds,4,CJL,Carnivore/aquatic predator,Carnivore,Pigot_etal_2020,,,ADW,air,air,air_land,23400000,IUCN (estimated extent of occurrence),
Agelaius phoeniceus,agelaiusphoeniceus,32.1,DM,Prugh_etal_2008,32.1,km,2500,SDS - changed source,Hein_Gillooly_2011,,km,9.31E+03,SDS,Odum_Keuntzler_1955,"mean(1.6, 1.1, 4.2)",acres,0.053,Best_etal_1996,sds,4,,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,inferred,air,air,air,18200000,IUCN (estimated extent of occurrence),
Vireo olivaceus,vireoolivaceus,95,MG,Tittler_etal_2009,95,Km,5083,SDS - changed source,La Sorte et al. 2013,,km,7284.33,DM,Tamburello_etal,7284.33,m2,0.0176,Tamburello_etal_2015,sds,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,air,air,14500000,IUCN (estimated extent of occurrence),
Cygnus buccinator,cygnusbuccinator,128,DM,Jenkins_et_al_2007,128000,m,700,SDS- changed source,Mitchell_Eichholz_2020,7.00E+02,km,5.08E+05,CJL - value was 1000000,Travsky_Beauvais_2004,range = 1.5-100,ha,11.4,Jenkins_etal_2007,sds,4,MG,Herbivore/Herbivore aquatic,Herbivore,Pigot_etal_2020,,,ADW,air,air,land_aquatic,4870000,IUCN (estimated extent of occurrence),
Corvus brachyrhynchos,corvusbrachyrhynchos,85,MG,Tittler_etal_2009,85,Km,912,DM ,Verbeek_Caffrey_2020,9.12E+02,km,6.40E+06,CJL,Yaremych_etal_2004,6.4,km2,0.448,Best_etal_1996,sds,4,SDS,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,ADW,air,air,air,12600000,IUCN (estimated extent of occurrence),
Antechinus stuartii,antechinusstuartii,1.5,DM,Whitmee_Orme_2013,1500,linear m,0,SDS,Lazenby-Cohen and Cockburn 1991,resident,,35000.16,DM,Tamburello_etal,35000.16,m2,0.0275,Tamburello_etal_2015,yes,4,MG,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,land,,land,,,
Mephitis mephitis,mephitismephitis,21.7,DM,Jenkins_et_al_2007,21700,m,0,CJL - changed source,Gonzales_1997,"""yearlong resident""",,40000,MG,Gittleman and Harvey (1982),0.04,km2,2.586,Harestad_ Bunnel_1979,sds,4,MG,Omnivore/Carnivore,Omnivore,EOL,running,air,Hirt_etal,land,,land,,,
Neovison vison,neovisonvison,45.1,DM,Jenkins_et_al_2007,45100,m,0,CJL - changed source,Eccles_etal_2020,"""non-migratory""",,2.70E+06,MG,Gittleman and Harvey (1982),2.7,km2,0.908,Harestad_ Bunnel_1979,,4,SDS,Omnivore/Carnivore,Omnivore,EOL,,,ADW,land,,land_aquatic,,,
Ambystoma californiense,ambystomacaliforniense,0.67,DM,Jenkins_et_al_2007,670,m,0.0359,CJL,Loredo_et_al_1996,35.9,m,7.07,MG,Loredo_et_al_1996,1.5,m,0.0266,Jenkins_etal_2007,sds,4,MG,Carnivore,Carnivore,Animal_Diversity_Web,,,ADW- aquatic tadpoles,land,land,land,,,
Procyon lotor,procyonlotor,265.5,DM,Jenkins_et_al_2007,265500,m,0,CJL - changed source,Gonzales_1997,"""permanent resident""",,3521000,SDS - was 2401000,Rees et al 2008,352.1,ha,8,Swihart_etal_1988,sds,4,CF,Omnivore/Carnivore,Omnivore,EOL,running,land,Hirt_etal,land,,land,,,
Crotalus horridus,crotalushorridus,4.07,DM,Jenkins_et_al_2007,4070,m,4,CF,Macartney_et_al_1998,estimate,m,2579600,DM,Tamburello_etal,2579600,m2,1.02,Tamburello_etal_2015,yes,4,CJL,Carnivore,Carnivore,Tamburello_etal,crawling - land,land,Tamburello_etal,inferred,,land,,,
Plethodon jordani,plethodonjordani,0.3,DM,Jenkins_et_al_2007,300,m,0,CF,Madison_1969,recapture from same area year round,NA,25,SDS,Madison&Shoop_1970,25,m2,0.00427,Jenkins_etal_2007,sds,4,MG,Omnivore/Herbivore/Invertivore,Omnivore,Animal_Diversity_Web,,,ADW,land,,land,,,
Ambystoma maculatum,ambystomamaculatum,0.756,DM,Jenkins_et_al_2007,756,m,0.118,CF,Madison_1997,118,meters,12.57,MG - value was 9.83,Freda_1983,4,m wide (i.e. diameter),0.03537,Jenkins_etal_2007,sds,4,CJL,Carnivore,Carnivore,EOL,,,ADW- live on land but have aquatic tadpoles,land,land,land,2989000,IUCN (estimated extent of occurrence),
Natrix natrix,natrixnatrix,0.114,DM,Jenkins_et_al_2007,114,m,0.3,CF- changed source was 118000km from Madsen 1984,Reading_2009,estimated  shift of center of home range from maps- home ranages shift seasonally but still overlap somewhat,meters,99000,DM,Tamburello_etal,99000,m2,0.0785,Tamburello_etal_2015,yes,4,SDS,Carnivore,Carnivore,Tamburello_etal,crawling - land,land,Tamburello_etal,land,land,land,,,
Lacerta agilis,lacertaagilis,0.0563,DM,Jenkins_et_al_2007,56.3,m,0,MG,Madsen_etal_2000,,,384,MG,Perry_Garland_2002,384,m2,0.0314,Perry_Garland_2002,sds,4,SDS,Insectivore,Invertivore,Perry_Garland_2002,running,land,Hirt_etal,land,,land,,,
Gopherus polyphemus,gopheruspolyphemus,0.74,DM,Jenkins_et_al_2007,740,m,0.2,MG,McRae_et_al_1981,"The most significant aspect of autumn movements was the migration  adults to winter burrows (Fig. 4). In the Ford colony, five of seven tortoises located in the southern activity center during spring and summer moved ca. 200 m to the winter range after crossing an area too wet for burrowing.",,4500,MG - number was 2827.43,McRae_et_al_1981,0.45,ha,0.335,Tamburello_etal_2015,sds,4,MG,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,land,land,land,,,
Carinascincus microlepidotus,carinascincusmicrolepidotus,0.0524,DM,Jenkins_et_al_2007,52.4,m,0,MG,Melville_Swain_1997,"At high altitudes lizards may be inactive for more than half the year. During this time they must survive on stored energy, particularly lip- ids, and these energy stores, built up over warmer months,  must be adequate for the duration of hibernation ",,12.1,MG,Perry_Garland_2002,12.1,m2,0.0042,Perry_Garland_2002,sds,4,SDS,Omnivore/herbivore/insectivore,Omnivore,Melville_Swain_1999,,,reptile_database,land,,land,19327,IUCN (estimated extent of occurrence),
Cygnus olor,cygnusolor,114,DM,Jenkins_et_al_2007,114000,m,760,MG,Wieloch_1991,"Swans from the Baltic Republic of the USSR undertake the longest migrations (Kishchinski 1979). In severe winters some individuals have reached Britain. Currently,however, these birds are also tending to shorten the distance they migrate (Lipsberg et al. 1987).",,6.00E+04,Changed: this reference was movement over an entire season- the wanderings of the individuals that didn't migrate really far so I think a large over estimate (KovÃ¡cs et al 2018- 25800000000m2),Global Invasive Species Database,,,11.8,Jenkins_etal_2007,yes,4,MG,Herbivore/Herbivore aquatic,Herbivore,Pigot_etal_2020,,,ADW,air,air,land_aquatic_marine,22500000,IUCN (estimated extent of occurrence),
Erithacus rubecula,erithacusrubecula,79.8,DM,Jenkins_et_al_2007,78900,m,500,MG,Moller_etal_2004,1,in multiple of 500 km,3.72E-01,DM,Armstrong_1965,0.61,ha,0.018,Armstrong_1965,yes,4,SDS,Omnivore/Carnivore,Omnivore,Pigot_etal_2020,,,inferred,air,air,air,23900000,IUCN (estimated extent of occurrence),
Sylvia atricapilla,sylviaatricapilla,117,DM,Jenkins_et_al_2007,117000,m,2500,MG,Moller_etal_2004,5,in multiple of 500 km,369300,CF- value was 48000,Assandri_etal_2017,36.93 ± 1.57,ha,0.0155,Moller_etal_2004,sds,4,DM,Omnivore,Omnivore,Pigot_etal_2020,,,inferred,air,air,air,27800000,IUCN (estimated extent of occurrence),
Corvus corone,corvuscorone,35.5,DM,Jenkins_et_al_2007,35500,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,177205.5,CJL - value was 475,Baglione_etal_2002,475,m diameter,0.57,Moller_etal_2004,sds,4,CF,Omnivore/Carnivore,Omnivore,Pigot_etal_2020,,,inferred,air,,air,81600000,IUCN (estimated extent of occurrence),
Cyanistes caeruleus,cyanistescaeruleus,35.7,DM,Jenkins_et_al_2007,35700,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,16000,SDS,Bowman_2003,1.6,ha,0.0133,Moller_etal_2004,sds,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,,,inferred,air,,air,16600000,IUCN (estimated extent of occurrence),
Parus major,parusmajor,41.1,DM,Jenkins_et_al_2007,41100,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,10000,SDS,Bowman_2003,1,ha,0.0197,armstrong_1965,sds,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,,,inferred,air,,air,89800000,IUCN (estimated extent of occurrence),
Pica pica,picapica,44.3,DM,Jenkins_et_al_2007,44300,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,15000,SDS,Bowman_2003,1.5,ha,0.189,Moller_etal_2004,sds,4,SDS,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,inferred,air,,air,10000000,IUCN (estimated extent of occurrence),
Streptopelia decaocto,streptopeliadecaocto,59.9,DM,Jenkins_et_al_2007,59900,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,106200,MG - value was 13.5,Eraud_et_al_2011,10.66,ha,0.152,Moller_etal_2004,sds,4,MG,Omnivore/Herbivore,Omnivore,Pigot_etal_2020,,,inferred,air,,air,213000000,IUCN (estimated extent of occurrence),
Motacilla cinerea,motacillacinerea,85.6,DM,Jenkins_et_al_2007,85600,m,3000,MG,Moller_etal_2004,6,in multiple of 500 km,23000,SDS,Klemp_2004,2.3,ha,0.018,Moller_etal_2004,sds,4,SDS,Carnivore/Invertivore,Omnivore,Pigot_etal_2020,,,inferred,air,air,air,60700000,IUCN (estimated extent of occurrence),
Emberiza citrinella,emberizacitrinella,36,DM,Jenkins_et_al_2007,36000,m,500,MG,Moller_etal_2004,1,in multiple of 500 km,40000,CF,Moller_1990,4,ha- estimated from a shitty graph,0.0265,Moller_etal_2004,sds,4,CF,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,inferred,air,air,air,21600000,IUCN (estimated extent of occurrence),
Alauda arvensis,alaudaarvensis,51.7,DM,Jenkins_et_al_2007,51700,m,1500,MG,Moller_etal_2004,3,in multiple of 500 km,29000,changed: was 2.8 which is almost the size in hectares presented in the paper,Poulsen_et_al_1998,,,0.0427,Moller_etal_2004,yes,4,CJL,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,inferred,air,air,air,42900000,IUCN (estimated extent of occurrence),
Passer montanus,passermontanus,8,MG,Paradis_1998 & Prugh_etal_2008.,8,Km,500,MG,Moller_etal_2004,1,in multiple of 500 km,7600,MG - value was 13000,Zheng_Guangmei_2003,7600,m2,0.022,Moller_etal_2004,sds,4,SDS,Omnivore/Granivore,Omnivore,Pigot_etal_2020,,,inferred,air,air,air,98300000,IUCN (estimated extent of occurrence),
Turdus merula,turdusmerula,4,DM,Prugh_etal_2008,4,km,0,MG,Moller_etal_2004,0,in multiple of 500 km,7284.34,SDS,Schoener_1968,1.8,acres,0.092,Schoener_1968,sds,4,,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,inferred,air,,air,32400000,IUCN (estimated extent of occurrence),
Columba livia,columbalivia,3,MG,Tang et al. 2018,3,Km,0,MG,Moller_etal_2004,0,in multiple of 500 km,16400,CJL - value was 36500,Sol_1995,1.64,ha,0.393,Moller_etal_2004,sds,4,CF,Herbivore/Granivore,Herbivore,Pigot_etal_2020,flying,air,Hirt_etal,air,,air,64600000,IUCN (estimated extent of occurrence),
Columba palumbus,columbapalumbus,150,DM,Jenkins_et_al_2007,150000,m,500,MG,Moller_etal_2004,1,in multiple of 500 km,2540000,DM,Tamburello_etal,2540000,m2,0.49,Moller_etal_2004,sds,4,,Omnivore/Herbivore,Omnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,air,air,26800000,IUCN (estimated extent of occurrence),
Motacilla alba,motacillaalba,100,DM,Jenkins_et_al_2007,100000,m,2500,MG,Moller_etal_2004,5,in multiple of 500 km,785000,DM,Tamburello_etal,785000,m2,0.02122,Tamburello_etal_2015,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,air,air,37800000,IUCN (estimated extent of occurrence),
Saxicola rubetra,saxicolarubetra,0.5,MG,Bastian_1992,500,m,6000,MG,Moller_etal_2004,12,in multiple of 500 km,7300,DM,Tamburello_etal,7300,m2,0.01648,Tamburello_etal_2015,yes,4,SDS,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air ,air,Tamburello_etal,air,air,air,17000000,IUCN (estimated extent of occurrence),
Sitta europaea,sittaeuropaea,24.1,DM,Jenkins_et_al_2007,24100,m,0,MG,Moller_etal_2004,0,in multiple of 500 km,21000,DM,Tamburello_etal,21000,m2,0.0183,Tamburello_etal_2015,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,,air,51400000,IUCN (estimated extent of occurrence),
Passer domesticus,passerdomesticus,4,MG - value was 26,Paradis_1998 & Prugh_etal_2008.,4,km,0,MG,Moller_etal_2004,0,in multiple of 500 km,7762.5,CJL - value was 7500,Vengestel_etal_2010,weighted avg of SIP's in Table 1,ha,0.029,Mace_Harvey_1983,sds,4,SDS,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,inferred,air,,air,68500000,IUCN (estimated extent of occurrence),
Brachylagus idahoensis,brachylagusidahoensis,1.95,DM,Whitmee_Orme_2013,1.95,linear km,0,SDS,Montana field guide,0 - nonmigatory,km,4858.81,DM,Tamburello_etal,4858.81,m2,0.3402,Tamburello_etal_2015,yes,4,MG,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,land,,air,935812,IUCN (estimated extent of occurrence),
Zapus hudsonius,zapushudsonius,4.83,DM,Prugh_etal_2008,4.83,km,0,SDS,Montana FWP,0 - nonmigatory,km,5300,CJL,Mace_Harvey_1983,0.53,ha,0.022,Mace_Harvey_1983,sds,4,SDS,Omnivore/Herbivore/Invertivore,Omnivore,EOL,running,land,Hirt_etal,land,,land,18123728,IUCN (estimated extent of occurrence),
Microtus montanus,microtusmontanus,1.75,DM,Prugh_etal_2008,1.75,km,0,SDS,Montana FWP,0 - nonmigatory,km,151.6,DM,Tamburello_etal,151.6,m2,0.0567,Tamburello_etal_2015,yes,4,SDS,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,land,,land,2317578,IUCN (estimated extent of occurrence),
Sorex cinereus,sorexcinereus,5.09,DM,Prugh_etal_2008,5.09,km,0,SDS,Montana FWP,0 - nonmigatory,km,5011.87,DM,Tamburello_etal,5011.87,m2,0.00417,Tamburello_etal_2015,yes,4,MG,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,land,,land,19648532,IUCN (estimated extent of occurrence),
Carcharhinus melanopterus,carcharhinusmelanopterus,5,DM,Jenkins_et_al_2007,5000,m,50,CJL,Mourier_Planes_2013,50,km,500000,SDS,Mourier_Planes_2013,0.5,km2,5.518,Jenkins_etal_2007,sds,4,SDS,Carnivore,Carnivore,EOL,,,inferred,marine,marine,marine,,,
Meleagris gallopavo,meleagrisgallopavo,48,DM,Jenkins_et_al_2007,48000,m,0,MG,Fristoe_et_al_2017,resident,,14520000,"MG - value was 3630000, no idea where they got it from",Davis et al. 2018,2.15,km,6.023,Mace_Harvey_1983,sds,4,,Omnivore/Herbivore,Omnivore,Pigot_etal_2020,,,inferred,land,,land,11300000,IUCN (estimated extent of occurrence),
Alouatta palliata,alouattapalliata,1.3,DM,Whitmee_Orme_2013,1300,linear m,0,SDS,IUCN,resident,,404500,MG,Galan-Acedo et al. 2019,40.45,ha,6.12,Galan-Acedo_etal_2019,sds,4,PT,Herbivore,Herbivore,EOL,,,"ADW-climb in trees, rarely on the ground",land,,land,,(can be found in Galan-Acedo et al. 2019),
Aplodontia rufa,aplodontiarufa,0.1525,DM,"Whitmee_Orme_2013, Prugh_etal_2008",152.5,linear m,0,SDS,IUCN,resident,,1800,CJL,Mace_Harvey_1983,0.18,ha,1.135,Mace_Harvey_1983,sds,4,PT,Herbivore,Herbivore,EOL,,,ADW,land,,land,602124,IUCN (estimated extent of occurrence),
Tympanuchus cupido,tympanuchuscupido,10.8,DM,Jenkins_et_al_2007,10800,m,0,SDS,IUCN,not a migrant,,53200,CJL,Mace_Harvey_1983,5.32,ha,0.908,Mace_Harvey_1983,sds,4,,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,Patten_2010,land,,land,1990000,IUCN (estimated extent of occurrence),
Strix aluco,strixaluco,35.3,DM,Jenkins_et_al_2007,35300,m,0,MG,Fristoe_et_al_2017,resident,,360000,DM,makarieva_etal_2005,36,ha,0.519,Tamburello_etal_2015,sds,4,,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,,air,23300000,IUCN (estimated extent of occurrence),
Aegolius funereus,aegoliusfunereus,300,DM,Jenkins_et_al_2007,300000,m,0,MG,Lofgren_et_al_1996,,,1138000,CJL,Santangeli et al. 2012,113.8,ha,0.119,Tamburello_etal_2015,sds,4,PT,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,,air,73800000,IUCN (estimated extent of occurrence),
Poecile atricapillus,poecileatricapillus,11.2,DM,Jenkins_et_al_2007,11200,m,0,SDS,IUCN,not a migrant,,14568.7,SDS,Schoener_1968,3.6,acres,0.011,Schoener_1968,sds,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,,,inferred,air,,air,15000000,IUCN (estimated extent of occurrence),
Accipiter nisus,accipiternisus,166,DM,Jenkins_et_al_2007,166000,m,1100,MG -  was 0,http://birds.kz/v2taxon.php?l=en&s=85 + google earth,"Its migratory, trying to find ref",,1.08E+07,CJL,Selas_rafoss_2008,average of 9.2 (males) and 12.3 (females),km2,0.807,Tamburello_etal_2015,sds,4,MG,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,air,air,54400000,IUCN (estimated extent of occurrence),
Myodes gapperi,myodesgapperi,0.22,DM,Prugh_etal_2008,0.22,km,0,MG,AWD,They sometimes store food in their nests for use in the winter when it becomes difficult to forage,,2500,CJL - value was 8100,Harestad and Bunnel 1979,0.25,ha,0.016,Harestad_ Bunnel_1979,sds,4,CJL,Omnivore/Herbivore,Omnivore,EOL,,,inferred,land,,land,12967973,IUCN (estimated extent of occurrence),
Chelydra serpentina,chelydraserpentina,0.183,DM,Jenkins_et_al_2007,183,m,0.5,MG,Obbard_1980,nesting migration,,65300,DM,Tamburello_etal,65300,m2,4.25,Tamburello_etal_2015,yes,4,CF,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal_ADW,land,land,aquatic,,,
Athene noctua,athenenoctua,94.3,DM,Jenkins_et_al_2007,94300,m,0,MG,Fristoe_et_al_2017,resident,,280000,DM,makarieva_etal_2005,28,ha,0.1565,Tamburello_etal_2015,sds,4,PT,Omnivore/Carnivore,Omnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,,air,55000000,IUCN (estimated extent of occurrence),
Neotoma micropus,neotomamicropus,0.0613,DM,Whitmee_Orme_2013,61.3,linear m,0,MG,Post_etal_2006,"Chacher, not hiberntor or migrator",,580.55,DM,Tamburello_etal,580.55,m2,0.25515,Tamburello_etal_2015,yes,4,SDS,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,land,,land,1471948,IUCN (estimated extent of occurrence),
Tyto alba,tytoalba,97.1,DM,Jenkins_et_al_2007,97100,m,0,MG,Razafindratsima_etal_2018,resident,,1500000,DM,Tamburello_etal,1500000,m2,0.285,Tamburello_etal_2015,yes,4,,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,air,,air,379000000,IUCN (estimated extent of occurrence),
Chlorocebus aethiops,chlorocebusaethiops,0.5,DM,Whitmee_Orme_2013,0.5,linear km,0,MG,Renevey_et_al_2014,"Our six study groups Bay, Blesbokvlakte, Donga, Fishing Camp, Nooitgedacht and Picnic (named after sites on the park map), live in contiguous home ranges along a tourist road.",,543040,MG,Galan-Acedo et al. 2019,54.304,ha,4.65,Galan-Acedo_etal_2019,sds,4,CJL,Herbivore/Folivore/Frugivore,Herbivore,EOL,,,inferred,land,,land,,,
Aphelocoma coerulescens,aphelocomacoerulescens,1.8,DM,Jenkins_et_al_2007,1800,m,0,MG,Fristoe_et_al_2017,resident,,21000,SDS,Bowman_2003,2.1,ha,0.0724,Mace_Harvey_1983,sds,4,CF,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,inferred,air,,air,71900,IUCN (estimated extent of occurrence),
Linaria cannabina,linariacannabina,22,CJL,Jenkins_et_al_2007,22000,m,2500,SDS - was 1044,Roseler_2017,2500,km,3140000,DM - under carduelis cannabina,Tamburello_etal,,m2,0.0155,Tamburello_etal_2015,sds,4,CF,Herbivore/Granivore,Herbivore,Pigot_etal_2020,,,inferred,air,air,air,27300000,IUCN (estimated extent of occurrence),
Pituophis melanoleucus,pituophismelanoleucus,0.307,DM,Jenkins_et_al_2007,307,m,0,CJL - changed source,Zappalorti_et_al_2015,hibernacula are located within home ranges,,701000,DM,Tamburello_etal,701000,m2,1.004,Tamburello_etal_2015,yes,4,SDS,Carnivore,Carnivore,Tamburello_etal,crawling - land,land,Tamburello_etal,land,,land,,,
Genetta genetta,genettagenetta,50,DM,Prugh_etal_2008,50,km,0,CJL - changed source,Munuera_Llobet_2004,"""Despite seasonal variation in home range size, the animals maintained their general spatial location throughout the year; movements to other areas were not detected.""",,7809981.41,DM,Tamburello_etal,7809981.41,m2,1.75001,Tamburello_etal_2015,yes,4,CF,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,land,,land,>20000,IUCN (estimated extent of occurrence),
